k = 50, eps = 1.50

5000 	 1.56 	 1.87
10000 	 1.75 	 1.86
15000 	 1.56 	 1.82
20000 	 1.31 	 1.89
25000 	 1.25 	 1.79
30000 	 1.17 	 1.82
35000 	 1.28 	 1.74
40000 	 1.10 	 1.76
45000 	 1.51 	 1.86
50000 	 1.06 	 1.73
55000 	 1.39 	 1.87
60000 	 1.01 	 1.77

Error percentage: 0.000000
