k = 100, eps = 1.00

5000 	 1.58 	 1.66
10000 	 1.55 	 1.66
15000 	 1.48 	 1.65
20000 	 1.51 	 1.64
25000 	 1.49 	 1.63
30000 	 1.50 	 1.64
35000 	 1.50 	 1.61
40000 	 1.51 	 1.61
45000 	 1.45 	 1.57
50000 	 1.50 	 1.60
55000 	 1.49 	 1.60
60000 	 1.48 	 1.55

Error percentage: 0.000000
