k = 50, eps = 2.00

5000 	 2.04 	 2.29
10000 	 2.01 	 2.25
15000 	 2.03 	 2.24
20000 	 1.41 	 2.20
25000 	 1.28 	 2.09
30000 	 1.54 	 2.15
35000 	 1.00 	 2.08
40000 	 1.42 	 2.04
45000 	 1.64 	 2.07
50000 	 1.50 	 2.07
55000 	 1.00 	 1.99
60000 	 1.18 	 2.17

Error percentage: 0.000000
