k = 10, eps = 1.50

5000 	 1.24 	 1.55
10000 	 1.22 	 1.34
15000 	 1.19 	 1.43
20000 	 1.25 	 1.47
25000 	 1.17 	 1.41
30000 	 1.20 	 1.43
35000 	 1.17 	 1.42
40000 	 1.11 	 1.39
45000 	 1.23 	 1.46
50000 	 1.11 	 1.33
55000 	 1.03 	 1.38
60000 	 1.02 	 1.39

Error percentage: 0.000000
