k = 100, eps = 1.00

5000 	 1.52 	 1.67
10000 	 1.52 	 1.65
15000 	 1.07 	 1.61
20000 	 1.47 	 1.69
25000 	 1.00 	 1.58
30000 	 1.42 	 1.58
35000 	 1.25 	 1.59
40000 	 1.36 	 1.60
45000 	 1.22 	 1.53
50000 	 1.01 	 1.56
55000 	 0.99 	 1.55
60000 	 1.00 	 1.50

Error percentage: 0.016667
