k = 100, eps = 2.00

5000 	 2.27 	 2.44
10000 	 2.31 	 2.40
15000 	 2.26 	 2.40
20000 	 2.26 	 2.38
25000 	 2.29 	 2.37
30000 	 2.23 	 2.35
35000 	 2.20 	 2.39
40000 	 2.20 	 2.37
45000 	 2.19 	 2.31
50000 	 2.19 	 2.34
55000 	 2.16 	 2.34
60000 	 2.20 	 2.31

Error percentage: 0.000000
