k = 50, eps = 1.00
5000 	 1.33 	 1.61
10000 	 1.42 	 1.56
15000 	 1.35 	 1.57
20000 	 1.41 	 1.53
25000 	 1.36 	 1.55
30000 	 1.33 	 1.54
35000 	 1.32 	 1.49
40000 	 1.38 	 1.45
45000 	 1.37 	 1.46
50000 	 1.32 	 1.48
55000 	 1.33 	 1.49
60000 	 1.33 	 1.46
Error percentage: 0.00
