k = 25, eps = 1.50
5000 	 1.44 	 1.70
10000 	 1.49 	 1.65
15000 	 1.29 	 1.56
20000 	 1.41 	 1.65
25000 	 1.18 	 1.56
30000 	 1.24 	 1.63
35000 	 1.00 	 1.50
40000 	 1.06 	 1.47
45000 	 0.98 	 1.46
50000 	 0.94 	 1.52
55000 	 0.96 	 1.52
60000 	 0.99 	 1.60
Error percentage: 0.05
