k = 25, eps = 2.00
5000 	 1.66 	 1.97
10000 	 1.68 	 1.92
15000 	 1.27 	 1.92
20000 	 1.34 	 1.86
25000 	 1.58 	 1.87
30000 	 1.44 	 1.83
35000 	 1.36 	 1.73
40000 	 1.07 	 1.80
45000 	 1.00 	 1.90
50000 	 1.32 	 1.76
55000 	 1.00 	 1.79
60000 	 1.09 	 1.75
Error percentage: 0.00
