k = 25, eps = 2.00
5000 	 1.82 	 2.02
10000 	 1.74 	 2.02
15000 	 1.73 	 1.92
20000 	 1.70 	 1.87
25000 	 1.76 	 1.92
30000 	 1.67 	 1.89
35000 	 1.69 	 1.92
40000 	 1.68 	 1.83
45000 	 1.75 	 1.88
50000 	 1.67 	 1.87
55000 	 1.67 	 1.85
60000 	 1.57 	 1.86
Error percentage: 0.00
