k = 25, eps = 1.00
5000 	 1.28 	 1.34
10000 	 1.26 	 1.36
15000 	 1.06 	 1.40
20000 	 0.99 	 1.40
25000 	 1.01 	 1.33
30000 	 0.96 	 1.19
35000 	 0.96 	 1.29
40000 	 1.05 	 1.36
45000 	 0.96 	 1.27
50000 	 0.97 	 1.29
55000 	 0.95 	 1.25
60000 	 0.98 	 1.34
Error percentage: 0.11
