k = 25, eps = 1.00
5000 	 1.27 	 1.50
10000 	 1.20 	 1.39
15000 	 1.28 	 1.45
20000 	 1.22 	 1.43
25000 	 1.21 	 1.38
30000 	 1.11 	 1.40
35000 	 1.15 	 1.33
40000 	 1.12 	 1.28
45000 	 1.16 	 1.34
50000 	 1.13 	 1.30
55000 	 1.16 	 1.30
60000 	 1.15 	 1.31
Error percentage: 0.00
