k = 50, eps = 1.50
5000 	 1.69 	 1.91
10000 	 1.70 	 1.93
15000 	 1.65 	 1.80
20000 	 1.55 	 1.84
25000 	 1.22 	 1.83
30000 	 1.17 	 1.83
35000 	 1.53 	 1.76
40000 	 1.09 	 1.79
45000 	 0.97 	 1.72
50000 	 1.00 	 1.80
55000 	 1.09 	 1.76
60000 	 0.98 	 1.75
Error percentage: 0.02
